id,deviceId,deviceName,deviceConfigSlaveId,templateVariableId,organizationId,organizationName,name,displayName,unit,currentValue,lastUpdatedAt,isActive,deviceStatus
2969dde1-831d-cf62-0b01-7356248a91e6,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,72a0991f-228c-44c5-39ed-0028070c266b,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentImbalance,Current Imbalance,%,4.22,2026-08-06T09:56:24.000Z,true,ONLINE
ecd6f902-d18d-85a3-3e87-e44d85317618,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,92e1e13b-07b9-001b-f29c-c722e74da5a1,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,THD_V,THD Voltage,%,2.3,2026-08-06T09:56:24.000Z,true,ONLINE
b18d810e-bc2d-7e93-dec7-2094f0b888d0,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,bb9a912b-5e54-c6aa-bc61-6c64324bc824,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,THD_I,THD Current,%,6.53,2026-08-06T09:56:24.000Z,true,ONLINE
9c1aaa7f-806f-b646-a170-208a4b6a76fe,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,a51fd81b-87d7-1fd6-0784-f2812a481ee8,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,TotalCost,Total Cost,PKR,13.7,2026-08-06T09:56:24.000Z,true,ONLINE
424269fe-0070-c246-ae7a-a7daeb42d1ef,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,80b8e3c4-f2a3-ad03-21c3-37f6f1bef96e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,Voltage Phase A,V,226.18,2026-08-06T09:55:48.000Z,true,ONLINE
a99abc3d-0892-ccac-f1d4-0fb0b5b312da,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,0300bbe8-cd7b-459f-f739-53b15fa9f108,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,Voltage Phase B,V,225.24,2026-08-06T09:55:48.000Z,true,ONLINE
70d188bb-b538-5539-d9d4-1122e871b16d,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,34f98acf-005d-729a-a061-64f0c206b9ab,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,Voltage Phase C,V,228.21,2026-08-06T09:55:48.000Z,true,ONLINE
62e4695a-da35-4141-4e56-84130a61a35e,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,9b3202f4-a929-1c9f-85f8-d83afd917313,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,Current Phase A,A,17.82,2026-08-06T09:55:48.000Z,true,ONLINE
0d711859-2c03-caad-6864-ff26a669f239,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,4ed3442d-d8ec-a69b-95aa-b7ab36a1b349,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentB,Current Phase B,A,17.75,2026-08-06T09:55:48.000Z,true,ONLINE
e57acfe0-7ae4-f568-49d5-855420be701b,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,18633cad-0cc2-d97c-5908-20baa242ac30,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentC,Current Phase C,A,17,2026-08-06T09:55:48.000Z,true,ONLINE
921546f9-52be-d2d3-5b78-2d9fe1ca6362,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,4bd39f59-529d-047e-90c3-b01bf2255793,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,Active Power,kW,3.61,2026-08-06T09:55:48.000Z,true,ONLINE
23c34071-700a-fd57-24bb-76f208756d25,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,365669b3-99e9-74e8-2d4e-9b048ea31791,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ReactivePower,Reactive Power,kVar,1.7,2026-08-06T09:55:48.000Z,true,ONLINE
dc58f5ec-2b94-a4cc-614a-b72898783cca,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,36091dfc-a9e2-425c-10e5-e00b4c591f8d,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ApparentPower,Apparent Power,kVA,4.23,2026-08-06T09:55:48.000Z,true,ONLINE
703cd0db-6507-9a0e-4568-9f449697bdf0,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,3a8b1634-4902-b66b-17b1-2855d7fafc5e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,Energy Consumption,kWh,12.4,2026-08-06T09:55:48.000Z,true,ONLINE
140af9b1-81d0-4eeb-f7e8-d2da6c24444c,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,e641d2dd-28fe-758b-9029-5d158d840eef,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ExportPower,Export Energy,kWh,7.4,2026-08-06T09:55:48.000Z,true,ONLINE
aca70f2b-1751-80af-b114-44b90a312567,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,58f92e52-f1a8-5edc-1532-d07eb351baa1,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,Power Factor,ratio,0.82,2026-08-06T09:55:48.000Z,true,ONLINE
232cd428-d73d-9bdc-46a0-ddfde6e7fdac,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,aaed21d3-15cd-be02-8ab0-f1402c64df1e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Frequency,Hz,49.88,2026-08-06T09:55:48.000Z,true,ONLINE
d55a40f1-f3af-a5ab-bf3e-694b4fdc636c,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,976743b1-aab6-1132-1dcb-f76d25b0ce99,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageImbalance,Voltage Imbalance,%,1.55,2026-08-06T09:55:48.000Z,true,ONLINE
0f3b33ad-149b-d5f7-7ab1-779103d0cba9,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,72a0991f-228c-44c5-39ed-0028070c266b,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentImbalance,Current Imbalance,%,3.4,2026-08-06T09:55:48.000Z,true,ONLINE
5551057a-c991-bacc-efac-81ab460598fb,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,92e1e13b-07b9-001b-f29c-c722e74da5a1,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,THD_V,THD Voltage,%,1.73,2026-08-06T09:55:48.000Z,true,ONLINE
ef65c92d-cd21-dca4-edb9-dc213630d7b8,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,bb9a912b-5e54-c6aa-bc61-6c64324bc824,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,THD_I,THD Current,%,4.75,2026-08-06T09:55:48.000Z,true,ONLINE
88c0f214-3db8-c7a5-5f2e-90f90780564c,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,a51fd81b-87d7-1fd6-0784-f2812a481ee8,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,TotalCost,Total Cost,PKR,17.4,2026-08-06T09:55:48.000Z,true,ONLINE
b8f82968-efd9-a2cf-298e-55dc66017473,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,80b8e3c4-f2a3-ad03-21c3-37f6f1bef96e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,Voltage Phase A,V,231.21,2026-08-06T09:55:12.000Z,true,ONLINE
a5942bf0-0bde-6712-f9c0-ab00c0605219,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,0300bbe8-cd7b-459f-f739-53b15fa9f108,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,Voltage Phase B,V,230.82,2026-08-06T09:55:12.000Z,true,ONLINE
b222192d-92fe-600e-ead6-0c6b7d86192b,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,34f98acf-005d-729a-a061-64f0c206b9ab,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,Voltage Phase C,V,233.17,2026-08-06T09:55:12.000Z,true,ONLINE
b2991366-bdf0-f1f1-74eb-3d2cfb4bcac2,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,9b3202f4-a929-1c9f-85f8-d83afd917313,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,Current Phase A,A,27.02,2026-08-06T09:55:12.000Z,true,ONLINE
69f5223d-5854-fc3f-6bff-b6839585a77b,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,4ed3442d-d8ec-a69b-95aa-b7ab36a1b349,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentB,Current Phase B,A,26.66,2026-08-06T09:55:12.000Z,true,ONLINE
15c2354c-b09d-3818-4518-29ac43566314,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,18633cad-0cc2-d97c-5908-20baa242ac30,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentC,Current Phase C,A,26,2026-08-06T09:55:12.000Z,true,ONLINE
7dee1e14-7d86-f0e6-e9cb-57cc5a9e6f23,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,4bd39f59-529d-047e-90c3-b01bf2255793,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,Active Power,kW,5.71,2026-08-06T09:55:12.000Z,true,ONLINE
d1b81437-9bc8-2d82-fb13-1dd0bf45b254,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,365669b3-99e9-74e8-2d4e-9b048ea31791,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ReactivePower,Reactive Power,kVar,2.67,2026-08-06T09:55:12.000Z,true,ONLINE
9eaff9da-936b-0284-b5ab-330ac168960d,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,36091dfc-a9e2-425c-10e5-e00b4c591f8d,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ApparentPower,Apparent Power,kVA,6.68,2026-08-06T09:55:12.000Z,true,ONLINE
fc45af8b-49d6-7d22-87f4-a345d960564d,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,3a8b1634-4902-b66b-17b1-2855d7fafc5e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,Energy Consumption,kWh,16.1,2026-08-06T09:55:12.000Z,true,ONLINE
167c6b1d-9a57-649d-97af-e1dd66c81f5e,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,e641d2dd-28fe-758b-9029-5d158d840eef,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ExportPower,Export Energy,kWh,11.1,2026-08-06T09:55:12.000Z,true,ONLINE
8d078d00-b6ce-9519-d0f9-ea33f219a22f,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,58f92e52-f1a8-5edc-1532-d07eb351baa1,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,Power Factor,ratio,0.88,2026-08-06T09:55:12.000Z,true,ONLINE
3084f82e-0d61-b799-7291-6b4833a2b69d,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,aaed21d3-15cd-be02-8ab0-f1402c64df1e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Frequency,Hz,50.1,2026-08-06T09:55:12.000Z,true,ONLINE
2f530f29-8da8-c72c-3a2a-bc7d0dbf7381,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,976743b1-aab6-1132-1dcb-f76d25b0ce99,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageImbalance,Voltage Imbalance,%,2.57,2026-08-06T09:55:12.000Z,true,ONLINE
0cbbedb1-27ec-ab0d-f814-f92094e0332d,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,72a0991f-228c-44c5-39ed-0028070c266b,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentImbalance,Current Imbalance,%,4.99,2026-08-06T09:55:12.000Z,true,ONLINE
6496a730-f92c-6623-725d-908840225f57,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,92e1e13b-07b9-001b-f29c-c722e74da5a1,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,THD_V,THD Voltage,%,2.68,2026-08-06T09:55:12.000Z,true,ONLINE
e890ede5-4391-58d1-2210-10aa38ce538b,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,bb9a912b-5e54-c6aa-bc61-6c64324bc824,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,THD_I,THD Current,%,8,2026-08-06T09:55:12.000Z,true,ONLINE
418a5673-2fc5-a52b-f396-57727db26efc,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,a51fd81b-87d7-1fd6-0784-f2812a481ee8,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,TotalCost,Total Cost,PKR,21.1,2026-08-06T09:55:12.000Z,true,ONLINE
d155266a-ed38-1918-be80-9b23e74354d3,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,80b8e3c4-f2a3-ad03-21c3-37f6f1bef96e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,Voltage Phase A,V,232.43,2026-08-05T18:00:00.000Z,true,OFFLINE
0ef5f4f2-a610-0e0c-5609-8f57feb5b20b,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,0300bbe8-cd7b-459f-f739-53b15fa9f108,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,Voltage Phase B,V,232.2,2026-08-05T18:00:00.000Z,true,OFFLINE
36a3aa97-8de1-67d5-fcfe-5d2b85a9de31,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,34f98acf-005d-729a-a061-64f0c206b9ab,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,Voltage Phase C,V,233.99,2026-08-05T18:00:00.000Z,true,OFFLINE
44875678-c5cf-5782-a936-379121eab943,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,9b3202f4-a929-1c9f-85f8-d83afd917313,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,Current Phase A,A,28.94,2026-08-05T18:00:00.000Z,true,OFFLINE
7f72b079-0900-9140-1259-80b557fc04d1,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,4ed3442d-d8ec-a69b-95aa-b7ab36a1b349,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentB,Current Phase B,A,28.03,2026-08-05T18:00:00.000Z,true,OFFLINE
dfada4b9-e6b4-9809-fe10-0c9aec24b720,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,18633cad-0cc2-d97c-5908-20baa242ac30,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentC,Current Phase C,A,27.64,2026-08-05T18:00:00.000Z,true,OFFLINE
26852c17-7362-9bbb-a16f-d88038de6503,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,4bd39f59-529d-047e-90c3-b01bf2255793,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,Active Power,kW,5.98,2026-08-05T18:00:00.000Z,true,OFFLINE
9891b97c-c8e6-1bd3-f970-c350ec084104,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,365669b3-99e9-74e8-2d4e-9b048ea31791,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ReactivePower,Reactive Power,kVar,2.72,2026-08-05T18:00:00.000Z,true,OFFLINE
93cee65d-e28f-4ec9-fe5e-c8a3e6be61b5,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,36091dfc-a9e2-425c-10e5-e00b4c591f8d,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ApparentPower,Apparent Power,kVA,6.93,2026-08-05T18:00:00.000Z,true,OFFLINE
a70e9274-1358-463b-8ecc-1a3462f60152,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,3a8b1634-4902-b66b-17b1-2855d7fafc5e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,Energy Consumption,kWh,19.8,2026-08-05T18:00:00.000Z,true,OFFLINE
379b9f30-9687-66e9-837f-2e024782d04f,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,e641d2dd-28fe-758b-9029-5d158d840eef,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ExportPower,Export Energy,kWh,14.8,2026-08-05T18:00:00.000Z,true,OFFLINE
c35c82f9-3403-7f08-239c-1e31f7ba9fa9,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,58f92e52-f1a8-5edc-1532-d07eb351baa1,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,Power Factor,ratio,0.89,2026-08-05T18:00:00.000Z,true,OFFLINE
bfb8da92-ad0d-bd72-200c-cabe6b16cc99,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,aaed21d3-15cd-be02-8ab0-f1402c64df1e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Frequency,Hz,50.14,2026-08-05T18:00:00.000Z,true,OFFLINE
a5ac5dbb-0300-eace-8e12-a45334fdd4ef,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,976743b1-aab6-1132-1dcb-f76d25b0ce99,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageImbalance,Voltage Imbalance,%,2.89,2026-08-05T18:00:00.000Z,true,OFFLINE
dfa344e7-a718-1785-cae9-36a3229e5266,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,72a0991f-228c-44c5-39ed-0028070c266b,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentImbalance,Current Imbalance,%,5.44,2026-08-05T18:00:00.000Z,true,OFFLINE
45e7bd4c-517e-d68e-5c15-8f0d1a52f538,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,92e1e13b-07b9-001b-f29c-c722e74da5a1,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,THD_V,THD Voltage,%,3.06,2026-08-05T18:00:00.000Z,true,OFFLINE
