factType,organizationId,organizationName,deviceId,deviceName,gatewayId,gatewayName,variableName,displayName,unit,value,timestamp,alarmState,status,text
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,,,VoltageC,Voltage Phase C,V,228.21,2026-08-06T09:55:48.000Z,,ONLINE,Energy Meter 002 (Greenfield Energy Co): Voltage Phase C (VoltageC) = 228.21 V as of 2026-08-06T09:55:48.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,,,CurrentA,Current Phase A,A,17.82,2026-08-06T09:55:48.000Z,,ONLINE,Energy Meter 002 (Greenfield Energy Co): Current Phase A (CurrentA) = 17.82 A as of 2026-08-06T09:55:48.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,,,ActivePower,Active Power,kW,3.61,2026-08-06T09:55:48.000Z,,ONLINE,Energy Meter 002 (Greenfield Energy Co): Active Power (ActivePower) = 3.61 kW as of 2026-08-06T09:55:48.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,,,PowerConsumption,Energy Consumption,kWh,12.4,2026-08-06T09:55:48.000Z,,ONLINE,Energy Meter 002 (Greenfield Energy Co): Energy Consumption (PowerConsumption) = 12.4 kWh as of 2026-08-06T09:55:48.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,,,PowerFactor,Power Factor,ratio,0.82,2026-08-06T09:55:48.000Z,,ONLINE,Energy Meter 002 (Greenfield Energy Co): Power Factor (PowerFactor) = 0.82 ratio as of 2026-08-06T09:55:48.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,,,Frequency,Frequency,Hz,49.88,2026-08-06T09:55:48.000Z,,ONLINE,Energy Meter 002 (Greenfield Energy Co): Frequency (Frequency) = 49.88 Hz as of 2026-08-06T09:55:48.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,,,VoltageImbalance,Voltage Imbalance,%,1.55,2026-08-06T09:55:48.000Z,,ONLINE,Energy Meter 002 (Greenfield Energy Co): Voltage Imbalance (VoltageImbalance) = 1.55 % as of 2026-08-06T09:55:48.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,,,CurrentImbalance,Current Imbalance,%,3.4,2026-08-06T09:55:48.000Z,,ONLINE,Energy Meter 002 (Greenfield Energy Co): Current Imbalance (CurrentImbalance) = 3.4 % as of 2026-08-06T09:55:48.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,VoltageA,Voltage Phase A,V,231.21,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Voltage Phase A (VoltageA) = 231.21 V as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,VoltageB,Voltage Phase B,V,230.82,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Voltage Phase B (VoltageB) = 230.82 V as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,VoltageC,Voltage Phase C,V,233.17,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Voltage Phase C (VoltageC) = 233.17 V as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,CurrentA,Current Phase A,A,27.02,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Current Phase A (CurrentA) = 27.02 A as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,ActivePower,Active Power,kW,5.71,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Active Power (ActivePower) = 5.71 kW as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,PowerConsumption,Energy Consumption,kWh,16.1,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Energy Consumption (PowerConsumption) = 16.1 kWh as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,PowerFactor,Power Factor,ratio,0.88,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Power Factor (PowerFactor) = 0.88 ratio as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,Frequency,Frequency,Hz,50.1,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Frequency (Frequency) = 50.1 Hz as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,VoltageImbalance,Voltage Imbalance,%,2.57,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Voltage Imbalance (VoltageImbalance) = 2.57 % as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,,,CurrentImbalance,Current Imbalance,%,4.99,2026-08-06T09:55:12.000Z,,ONLINE,Energy Meter 003 (Greenfield Energy Co): Current Imbalance (CurrentImbalance) = 4.99 % as of 2026-08-06T09:55:12.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,VoltageA,Voltage Phase A,V,232.43,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Voltage Phase A (VoltageA) = 232.43 V as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,VoltageB,Voltage Phase B,V,232.2,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Voltage Phase B (VoltageB) = 232.2 V as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,VoltageC,Voltage Phase C,V,233.99,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Voltage Phase C (VoltageC) = 233.99 V as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,CurrentA,Current Phase A,A,28.94,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Current Phase A (CurrentA) = 28.94 A as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,ActivePower,Active Power,kW,5.98,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Active Power (ActivePower) = 5.98 kW as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,PowerConsumption,Energy Consumption,kWh,19.8,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Energy Consumption (PowerConsumption) = 19.8 kWh as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,PowerFactor,Power Factor,ratio,0.89,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Power Factor (PowerFactor) = 0.89 ratio as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,Frequency,Frequency,Hz,50.14,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Frequency (Frequency) = 50.14 Hz as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,VoltageImbalance,Voltage Imbalance,%,2.89,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Voltage Imbalance (VoltageImbalance) = 2.89 % as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,,,CurrentImbalance,Current Imbalance,%,5.44,2026-08-05T18:00:00.000Z,,OFFLINE,Energy Meter 004 (Greenfield Energy Co): Current Imbalance (CurrentImbalance) = 5.44 % as of 2026-08-05T18:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,VoltageA,Voltage Phase A,V,227.28,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Voltage Phase A (VoltageA) = 227.28 V as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,VoltageB,Voltage Phase B,V,226.26,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Voltage Phase B (VoltageB) = 226.26 V as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,VoltageC,Voltage Phase C,V,228.04,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Voltage Phase C (VoltageC) = 228.04 V as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,CurrentA,Current Phase A,A,19.44,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Current Phase A (CurrentA) = 19.44 A as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,ActivePower,Active Power,kW,4.19,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Active Power (ActivePower) = 4.19 kW as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,PowerConsumption,Energy Consumption,kWh,23.5,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Energy Consumption (PowerConsumption) = 23.5 kWh as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,PowerFactor,Power Factor,ratio,0.82,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Power Factor (PowerFactor) = 0.82 ratio as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,Frequency,Frequency,Hz,49.88,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Frequency (Frequency) = 49.88 Hz as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,VoltageImbalance,Voltage Imbalance,%,1.78,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Voltage Imbalance (VoltageImbalance) = 1.78 % as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,,,CurrentImbalance,Current Imbalance,%,3.38,2026-08-05T17:00:00.000Z,,OFFLINE,Energy Meter 005 (Greenfield Energy Co): Current Imbalance (CurrentImbalance) = 3.38 % as of 2026-08-05T17:00:00.000Z [device OFFLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,,,VoltageA,Voltage Phase A,V,228.01,2026-08-06T09:53:24.000Z,,ONLINE,HVAC Meter North (Greenfield Energy Co): Voltage Phase A (VoltageA) = 228.01 V as of 2026-08-06T09:53:24.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,,,VoltageB,Voltage Phase B,V,226.76,2026-08-06T09:53:24.000Z,,ONLINE,HVAC Meter North (Greenfield Energy Co): Voltage Phase B (VoltageB) = 226.76 V as of 2026-08-06T09:53:24.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,,,VoltageC,Voltage Phase C,V,228.43,2026-08-06T09:53:24.000Z,,ONLINE,HVAC Meter North (Greenfield Energy Co): Voltage Phase C (VoltageC) = 228.43 V as of 2026-08-06T09:53:24.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,,,CurrentA,Current Phase A,A,18.32,2026-08-06T09:53:24.000Z,,ONLINE,HVAC Meter North (Greenfield Energy Co): Current Phase A (CurrentA) = 18.32 A as of 2026-08-06T09:53:24.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,,,ActivePower,Active Power,kW,4.31,2026-08-06T09:53:24.000Z,,ONLINE,HVAC Meter North (Greenfield Energy Co): Active Power (ActivePower) = 4.31 kW as of 2026-08-06T09:53:24.000Z [device ONLINE].
current_reading,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,,,PowerConsumption,Energy Consumption,kWh,27.2,2026-08-06T09:53:24.000Z,,ONLINE,HVAC Meter North (Greenfield Energy Co): Energy Consumption (PowerConsumption) = 27.2 kWh as of 2026-08-06T09:53:24.000Z [device ONLINE].
