id,organizationId,organizationName,deviceId,deviceName,deviceConfigSlaveId,variableName,slaveName,totalUnit,tariff,startDate,endDate,computedAt
4c89d47e-9898-3a88-b984-8c314e04210f,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,PowerConsumption,Main Meter,19.02,585.12,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
2e5c4a18-c723-4c1f-418b-b1e798336bc4,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,PowerConsumption,Main Meter,16.17,504.58,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
860d0045-14b4-ef8d-4e81-8cdad50bfd6f,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,PowerConsumption,Main Meter,15.82,487.73,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
c2dfed5f-b3c9-c213-acea-f4ded45eecf9,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,PowerConsumption,Main Meter,16.99,543.35,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
ec7df55a-9622-abe3-bc33-0e7de40a0870,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,PowerConsumption,Main Meter,18.6,529.1,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
fc6f5e81-7402-f869-0684-3ef13469bfa1,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,PowerConsumption,Main Meter,21.34,617.96,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
7f706bb4-89ae-7ec3-396d-db2c25175007,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,PowerConsumption,Main Meter,19.4,553.97,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
89675367-f2a8-329d-cdca-50a045d85c9c,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,PowerConsumption,Main Meter,21.19,600.24,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
396e6b56-31bd-fab3-7ce8-460ecd8593c0,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,PowerConsumption,Main Meter,17.44,504.5,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
d9cb6f6c-e5b1-f140-1e62-61db43dd8440,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,PowerConsumption,Main Meter,18.87,574.77,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
b05cf418-63b2-07b3-92fc-f30322fab8bc,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,PowerConsumption,Main Meter,17.41,556.93,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
3f367fef-72f7-2f45-171c-0cf38a67598e,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,PowerConsumption,Main Meter,20.37,641.41,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
ea6a5a76-f812-666c-8ebf-08d5eab8af20,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,PowerConsumption,Main Meter,21.48,611.74,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
91039f29-743b-ed8a-c961-8c441031db55,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,PowerConsumption,Main Meter,20.37,580.45,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
a468d6b6-0389-76ee-eed5-7d3de3ec73bd,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,PowerConsumption,Main Meter,19.5,619.28,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
3be5d106-1fc2-b258-8b24-012e45ba833c,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,PowerConsumption,Main Meter,19.83,627.37,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
4c0ab985-2231-e4aa-ef8f-a22d8395e0f6,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,PowerConsumption,Main Meter,21.17,647.01,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
e44bd685-dc73-8bc8-8955-9887a7f2eeeb,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,0d2db7e0-e983-f028-eb93-08da6e8c362c,Energy Meter 004,23d5b838-2441-3986-6af2-b0e2d9da9bbc,PowerConsumption,Main Meter,19.61,617.63,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
5f2a9e3f-9705-5529-5504-8fbd76eaa58d,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,e4a7071b-d8bd-3dd5-fbe2-08be375eb766,PowerConsumption,Main Meter,24.17,701.92,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
d7413ac8-1cc4-0599-20bd-05d6cfa0aada,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,e4a7071b-d8bd-3dd5-fbe2-08be375eb766,PowerConsumption,Main Meter,21.29,659.72,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
dd633cda-1e22-0a31-fcdc-5dc2455572b8,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,e4a7071b-d8bd-3dd5-fbe2-08be375eb766,PowerConsumption,Main Meter,23.48,748.17,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
1e1362a5-f6aa-8e16-c694-520e48c687ca,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,e4a7071b-d8bd-3dd5-fbe2-08be375eb766,PowerConsumption,Main Meter,21.37,601.24,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
555ffbe1-eca2-abe2-12ee-82aab6e248ed,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,e4a7071b-d8bd-3dd5-fbe2-08be375eb766,PowerConsumption,Main Meter,23.99,701.28,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
1765110d-72ca-5c88-90d9-3a0eb9c1d779,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,e4a7071b-d8bd-3dd5-fbe2-08be375eb766,PowerConsumption,Main Meter,23.97,695.44,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
bf8ebad2-120e-e33c-cbe2-f33ab9707b81,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,e2d4bff1-5241-8f08-bb25-702cef45696c,Energy Meter 005,e4a7071b-d8bd-3dd5-fbe2-08be375eb766,PowerConsumption,Main Meter,21.55,637.65,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
1871ce06-e10a-641b-2133-8282cdb2ce65,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,PowerConsumption,Main Meter,23.64,737.2,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
2c054ead-d569-4aff-7915-fb68715e476d,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,PowerConsumption,Main Meter,25.05,722.86,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
dcdc1164-71cb-7c30-34ec-24eded2bd234,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,PowerConsumption,Main Meter,24.84,768.37,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
3699bfba-aa3c-737e-8021-5a3fbeaa2429,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,PowerConsumption,Main Meter,23.2,695.98,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
927f9c79-d84a-7907-8871-65834a7e27ae,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,PowerConsumption,Main Meter,26,743.99,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
6f42d7b4-bc3e-9ecc-f43b-d3ee14467883,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,PowerConsumption,Main Meter,26.71,847.61,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
ebdf5d8d-da11-bc22-1f28-0bdb47e98eaa,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,PowerConsumption,Main Meter,26.39,829.51,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
98f9ba90-61c5-16c4-cbd8-2c300c8d93af,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,PowerConsumption,Main Meter,26.84,810.54,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
d0f7ce76-3263-f91a-02e1-4b2ddd148246,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,PowerConsumption,Main Meter,26.3,787.61,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
c235144e-5bf3-6e53-5947-4b1eef96551b,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,PowerConsumption,Main Meter,26.55,806.86,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
b7f3b07f-16eb-0788-1913-9573d0918837,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,PowerConsumption,Main Meter,25.38,752.32,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
33a33542-012b-ebb6-69d7-f8a436f7c6b4,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,PowerConsumption,Main Meter,25.5,744.07,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
6f921da1-51db-7096-e1e8-c4e58d44df48,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,PowerConsumption,Main Meter,27.55,877.54,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
bcee544c-0ded-9b07-f79e-e610fd32dc6c,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,PowerConsumption,Main Meter,26.78,769.28,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
00065828-9915-228f-1b89-b8924e8eafc3,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,PowerConsumption,Main Meter,26.89,843.37,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
0b6efb22-0e92-ad33-57f0-a5a11051eb9d,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,PowerConsumption,Main Meter,29.23,821.42,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
d88d318c-780b-e2ec-3167-9408368ea85e,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,PowerConsumption,Main Meter,28.1,871.28,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
260c5f70-7efa-c7ff-448d-8fea381b406c,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,PowerConsumption,Main Meter,27.77,831.07,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
a90f2b37-6977-6359-411f-8cdd8f0f763a,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,PowerConsumption,Main Meter,28.59,873.31,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
970be6aa-428b-9e82-76e7-2f078230bf3d,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,PowerConsumption,Main Meter,27.68,881.4,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
d4776cef-1dd8-03b5-502b-840c15f59278,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,PowerConsumption,Main Meter,27.21,767.01,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
87a7ecd4-2795-f184-1646-f9f0fef49857,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,440e66a4-0438-0f8d-e300-f686285fe89e,Compressor Bank Meter,379eccc0-22a9-c322-1c82-24b86e2f32da,PowerConsumption,Main Meter,28.67,849.47,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
275756db-66af-3d5c-9f0d-67fe86d8a5e0,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,440e66a4-0438-0f8d-e300-f686285fe89e,Compressor Bank Meter,379eccc0-22a9-c322-1c82-24b86e2f32da,PowerConsumption,Main Meter,29.29,879.06,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
d0d7276d-e0c5-2ae4-5836-042fff734d5f,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,440e66a4-0438-0f8d-e300-f686285fe89e,Compressor Bank Meter,379eccc0-22a9-c322-1c82-24b86e2f32da,PowerConsumption,Main Meter,29.92,950.78,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
0f302175-88da-a9fa-419f-374bf07f6f3f,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,440e66a4-0438-0f8d-e300-f686285fe89e,Compressor Bank Meter,379eccc0-22a9-c322-1c82-24b86e2f32da,PowerConsumption,Main Meter,31.74,1004.11,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
18383bb8-2a6b-0b84-5467-65b7ad6372bf,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,440e66a4-0438-0f8d-e300-f686285fe89e,Compressor Bank Meter,379eccc0-22a9-c322-1c82-24b86e2f32da,PowerConsumption,Main Meter,28.48,863.9,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
fa02a387-e4bb-e521-96ba-ad2ae05a0302,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,440e66a4-0438-0f8d-e300-f686285fe89e,Compressor Bank Meter,379eccc0-22a9-c322-1c82-24b86e2f32da,PowerConsumption,Main Meter,31.71,933.45,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
1c2b2c25-e4fd-30e1-5d11-efe983c3ef5c,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,440e66a4-0438-0f8d-e300-f686285fe89e,Compressor Bank Meter,379eccc0-22a9-c322-1c82-24b86e2f32da,PowerConsumption,Main Meter,29.78,888.13,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
384ab2fe-64a5-51bb-26a4-c38c375018d3,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,7bb68f35-07b1-9833-0a95-312b35acaec6,Paint Shop Meter,67af1486-eaac-58ca-7343-9e2bb4c028b3,PowerConsumption,Main Meter,32.07,1014.72,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
020fd963-11c5-0a67-f835-be2239ff36de,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,7bb68f35-07b1-9833-0a95-312b35acaec6,Paint Shop Meter,67af1486-eaac-58ca-7343-9e2bb4c028b3,PowerConsumption,Main Meter,33.21,965.42,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
28ac95c8-8f1f-5256-88d1-e4b3cf579e3c,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,7bb68f35-07b1-9833-0a95-312b35acaec6,Paint Shop Meter,67af1486-eaac-58ca-7343-9e2bb4c028b3,PowerConsumption,Main Meter,32.52,929.18,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
15580749-49ac-dc69-81f1-6529e934b82d,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,7bb68f35-07b1-9833-0a95-312b35acaec6,Paint Shop Meter,67af1486-eaac-58ca-7343-9e2bb4c028b3,PowerConsumption,Main Meter,30.16,956.84,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
5bcca308-fd43-0a95-a1e9-87ad88f2f206,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,7bb68f35-07b1-9833-0a95-312b35acaec6,Paint Shop Meter,67af1486-eaac-58ca-7343-9e2bb4c028b3,PowerConsumption,Main Meter,32.19,978.84,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
852a2f73-2043-e150-a792-1ff4c5c6263b,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,7bb68f35-07b1-9833-0a95-312b35acaec6,Paint Shop Meter,67af1486-eaac-58ca-7343-9e2bb4c028b3,PowerConsumption,Main Meter,31.38,951.15,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
