id,sensorReadingId,deviceId,deviceName,deviceConfigSlaveId,organizationId,organizationName,variableName,unit,value,timestamp
aa283188-23d4-0a30-5211-f22a69e1128c,339b187d-0c9e-2691-4e10-00af248f33a7,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Hz,50.03,2026-08-06T09:00:00.000Z
62b0d936-2e14-c485-b97a-61fc55658e33,592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,V,231.96,2026-08-06T08:00:00.000Z
53ca1181-cbc8-8806-61a1-052fd7c12945,592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,V,230.59,2026-08-06T08:00:00.000Z
8237e0f6-4c28-14b4-49b9-be5ad577516e,592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,V,232.43,2026-08-06T08:00:00.000Z
9a8c591c-8d09-8778-61bd-f1cf32bf4671,592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,A,25.82,2026-08-06T08:00:00.000Z
d124139d-4dff-d205-80f9-3d3b81072b1d,592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,kW,5.52,2026-08-06T08:00:00.000Z
770eb14b-377a-21c3-85e0-3e30b76c2af4,592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,ratio,0.87,2026-08-06T08:00:00.000Z
4ace6986-b2f5-f3bc-4f36-d98592ce9167,592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,kWh,8.86,2026-08-06T08:00:00.000Z
b14b548a-2b76-655d-e1ef-da093c3d9210,592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Hz,50.07,2026-08-06T08:00:00.000Z
86940b37-db85-4dd3-67d8-218458d060c4,d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,V,233.24,2026-08-06T07:00:00.000Z
756e64f4-8e08-ec52-6166-a6c5ba3e7648,d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,V,232.08,2026-08-06T07:00:00.000Z
723ce060-815a-d0c8-b9d6-123e51adfbce,d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,V,234.3,2026-08-06T07:00:00.000Z
f1c6b764-fafd-6d87-cd2e-660e42e35d2d,d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,A,27.88,2026-08-06T07:00:00.000Z
af459424-6208-361f-8df2-662e7f8c221a,d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,kW,6.18,2026-08-06T07:00:00.000Z
1787a555-426b-07ec-7919-d8afcba31ea3,d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,ratio,0.89,2026-08-06T07:00:00.000Z
387131f5-3ad8-50bf-be2b-b9b8a33a18af,d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,kWh,8.94,2026-08-06T07:00:00.000Z
52b63cdf-dbab-047c-4b8f-2264924fddba,d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Hz,50.11,2026-08-06T07:00:00.000Z
aa49d519-bf54-7e2c-31ca-f971125521ba,fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,V,233.78,2026-08-06T06:00:00.000Z
ff58c6ef-6e7f-43e3-7089-cd29a75e72d4,fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,V,232.53,2026-08-06T06:00:00.000Z
9b27f524-2d57-94da-7a62-6b38c1c05ab0,fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,V,234.81,2026-08-06T06:00:00.000Z
45c6366a-0167-77c6-51d8-efa337a4a6a9,fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,A,29.83,2026-08-06T06:00:00.000Z
9c7749fb-c9df-6c83-522a-501381053b79,fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,kW,6.21,2026-08-06T06:00:00.000Z
1907996d-965f-538f-5d9a-5ffa17f805c3,fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,ratio,0.9,2026-08-06T06:00:00.000Z
b9792d00-8725-3915-b702-099d4a460f4d,fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,kWh,9.02,2026-08-06T06:00:00.000Z
a5648809-967e-c656-3254-9b983ea29ace,fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Hz,50.17,2026-08-06T06:00:00.000Z
0c344bf9-6bef-8bd6-4634-321418400d80,bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,V,233.9,2026-08-06T05:00:00.000Z
2cdd93e8-455f-6bc1-57cd-d4a40ff584d4,bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,V,233,2026-08-06T05:00:00.000Z
bcace8bc-5b51-ebe1-d69f-5c00ea9c054f,bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,V,234.14,2026-08-06T05:00:00.000Z
5c6b68b2-1a1a-4960-7f1c-2ed956f5c4d0,bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,A,29.7,2026-08-06T05:00:00.000Z
2276370a-ef22-ff07-4f8b-69f78a47e9b3,bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,kW,6.34,2026-08-06T05:00:00.000Z
422125ef-e81f-4b95-e916-aa8fcb0b2cf6,bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,ratio,0.9,2026-08-06T05:00:00.000Z
48a2599a-c36a-cdc6-9fc5-45ac33e0a6df,bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,kWh,9.1,2026-08-06T05:00:00.000Z
0f03c703-b94e-e79a-12ef-430981dc08bd,bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Hz,50.12,2026-08-06T05:00:00.000Z
9bb8aef8-a22d-5668-fb00-f7886201b067,b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,V,232.95,2026-08-06T04:00:00.000Z
d91b17e8-e63d-f205-e268-46e9d77b45d3,b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,V,231.49,2026-08-06T04:00:00.000Z
7bb8f070-7b98-7595-c1f9-6741301838e0,b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,V,234.42,2026-08-06T04:00:00.000Z
040bd840-8e8f-e1ac-a301-45ecf0d9fd45,b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,A,27.95,2026-08-06T04:00:00.000Z
0d1ad768-3208-43af-edf0-69e4387049ab,b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,kW,6.08,2026-08-06T04:00:00.000Z
14cb4694-780e-086f-09ce-6fb40f86e2d0,b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,ratio,0.9,2026-08-06T04:00:00.000Z
7879c126-e5ca-d020-d72a-5fd9bfd4a628,b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,kWh,9.18,2026-08-06T04:00:00.000Z
8eff1c24-03ee-8a68-0aee-305a88576b24,b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Hz,50.13,2026-08-06T04:00:00.000Z
efaa88a9-8157-6f37-6d30-8d8798aa40fa,a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,V,230.84,2026-08-06T02:00:00.000Z
903f37d9-3afd-8dc7-f168-e25264e0c1a0,a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,V,229.26,2026-08-06T02:00:00.000Z
0b2a4be8-41dc-7e61-a8dc-24afca564936,a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,V,231.71,2026-08-06T02:00:00.000Z
d2b2f72d-adf0-b543-de01-18365f295c86,a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,A,24.47,2026-08-06T02:00:00.000Z
02b67c2c-936f-a363-876d-14a9ad3e4fea,a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,kW,5.46,2026-08-06T02:00:00.000Z
67aeac89-4719-ed1b-d2ad-c63fcd54489d,a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,ratio,0.86,2026-08-06T02:00:00.000Z
63bc29e4-0a4b-173f-cbb5-dd42d8a915d0,a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,kWh,9.34,2026-08-06T02:00:00.000Z
a615f09d-c902-efb1-6e6d-ab9d2fb95f37,a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Hz,50.01,2026-08-06T02:00:00.000Z
a688953a-42b6-5ebd-c494-c5138d939b89,991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,V,228.35,2026-08-06T00:00:00.000Z
e16dc3bb-083d-55b6-1144-b5562557db8a,991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageB,V,227.53,2026-08-06T00:00:00.000Z
1766be4c-cb90-6c8e-1538-d9221f108fbe,991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageC,V,229.29,2026-08-06T00:00:00.000Z
47f39438-62e6-eacb-e3ed-444a7481d992,991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,CurrentA,A,18.43,2026-08-06T00:00:00.000Z
893117ba-5f3d-2772-10c1-673edf90cbc4,991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,ActivePower,kW,4.11,2026-08-06T00:00:00.000Z
63bffee6-5bf5-2675-e080-15d6a8ee0071,991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerFactor,ratio,0.84,2026-08-06T00:00:00.000Z
98e1c20e-35db-fa4a-40bc-bc543f1d3b66,991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,PowerConsumption,kWh,9.5,2026-08-06T00:00:00.000Z
af7b6258-bcba-cab4-2738-5db9083a7ee2,991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,Frequency,Hz,49.93,2026-08-06T00:00:00.000Z
c37bc227-2a49-21a3-37db-5f5ef9cd82ec,5138792c-8bc5-af22-c621-aa9c96554f23,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,VoltageA,V,226.9,2026-08-05T22:00:00.000Z
