id,deviceId,deviceName,deviceConfigSlaveId,organizationId,organizationName,timestamp,readings
a3f7e5af-44d8-6bcb-da4a-fba67d2f1015,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T06:00:00.000Z,"{""VoltageA"":226.27,""VoltageB"":225.26,""VoltageC"":228.14,""CurrentA"":16.85,""ActivePower"":3.79,""PowerFactor"":0.82,""PowerConsumption"":16.42,""Frequency"":49.88}"
c7a78ecd-1674-f946-fa96-ff685642e4ac,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T05:00:00.000Z,"{""VoltageA"":226.28,""VoltageB"":225.47,""VoltageC"":227.86,""CurrentA"":15.9,""ActivePower"":3.7,""PowerFactor"":0.81,""PowerConsumption"":16.5,""Frequency"":49.85}"
494f813d-5b23-7c6f-10fa-74bd51954fea,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T04:00:00.000Z,"{""VoltageA"":226.22,""VoltageB"":225.54,""VoltageC"":227.29,""CurrentA"":17.8,""ActivePower"":3.68,""PowerFactor"":0.82,""PowerConsumption"":16.58,""Frequency"":49.88}"
24e2152a-eedf-2330-c2c8-24829e8b62d7,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T02:00:00.000Z,"{""VoltageA"":228.48,""VoltageB"":227.8,""VoltageC"":229.14,""CurrentA"":19.84,""ActivePower"":4.58,""PowerFactor"":0.84,""PowerConsumption"":16.74,""Frequency"":49.92}"
cb4e14e7-18f9-9c96-3b5a-f6124936240c,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T00:00:00.000Z,"{""VoltageA"":231.26,""VoltageB"":229.98,""VoltageC"":232.78,""CurrentA"":24.87,""ActivePower"":5.28,""PowerFactor"":0.87,""PowerConsumption"":16.9,""Frequency"":50.07}"
a895d10b-48d6-a4b8-dc1c-61ba5b82d28f,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-05T22:00:00.000Z,"{""VoltageA"":233.86,""VoltageB"":232.34,""VoltageC"":234.47,""CurrentA"":28.29,""ActivePower"":6.37,""PowerFactor"":0.89,""PowerConsumption"":17.06,""Frequency"":50.13}"
a1c61a8f-8730-ca9e-1ea1-0938cccffa6b,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T10:00:00.000Z,"{""VoltageA"":228.24,""VoltageB"":227.19,""VoltageC"":228.99,""CurrentA"":18.47,""ActivePower"":4.22,""PowerFactor"":0.83,""PowerConsumption"":27.2,""Frequency"":49.89}"
06ecec58-2beb-2a40-cd95-a229ad3a0a39,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T09:00:00.000Z,"{""VoltageA"":226.31,""VoltageB"":226.14,""VoltageC"":227.49,""CurrentA"":17.88,""ActivePower"":3.81,""PowerFactor"":0.82,""PowerConsumption"":27.28,""Frequency"":49.88}"
552c32ec-f484-cea7-d195-ff1d00893357,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T08:00:00.000Z,"{""VoltageA"":225.96,""VoltageB"":224.88,""VoltageC"":227.49,""CurrentA"":16.94,""ActivePower"":3.82,""PowerFactor"":0.81,""PowerConsumption"":27.36,""Frequency"":49.84}"
f03bece8-e82f-5c80-b6e0-2a985dd13979,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T07:00:00.000Z,"{""VoltageA"":227.15,""VoltageB"":225.3,""VoltageC"":227.9,""CurrentA"":16.05,""ActivePower"":3.9,""PowerFactor"":0.81,""PowerConsumption"":27.44,""Frequency"":49.85}"
2307d71c-9d07-997a-1353-c54871278c1a,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T06:00:00.000Z,"{""VoltageA"":226.98,""VoltageB"":226.69,""VoltageC"":228.58,""CurrentA"":17.49,""ActivePower"":4.04,""PowerFactor"":0.82,""PowerConsumption"":27.52,""Frequency"":49.86}"
8c9319b8-8202-cbd8-dcbd-3ff4deb673c1,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T05:00:00.000Z,"{""VoltageA"":227.81,""VoltageB"":227.81,""VoltageC"":229.38,""CurrentA"":19.89,""ActivePower"":4.56,""PowerFactor"":0.84,""PowerConsumption"":27.6,""Frequency"":49.95}"
57d21ed7-f413-c055-4df0-b4399bbc6c91,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T04:00:00.000Z,"{""VoltageA"":229.29,""VoltageB"":228.64,""VoltageC"":230.72,""CurrentA"":21.82,""ActivePower"":5.08,""PowerFactor"":0.85,""PowerConsumption"":27.68,""Frequency"":50.01}"
ba3fa586-6fe7-adef-e5ab-92c28995684c,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T02:00:00.000Z,"{""VoltageA"":232.19,""VoltageB"":231.5,""VoltageC"":232.91,""CurrentA"":26.42,""ActivePower"":6.03,""PowerFactor"":0.88,""PowerConsumption"":27.84,""Frequency"":50.12}"
5ae2a4c0-e990-585b-cb7a-96cab2470fd8,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T00:00:00.000Z,"{""VoltageA"":233.86,""VoltageB"":232.77,""VoltageC"":234.49,""CurrentA"":29.03,""ActivePower"":6.15,""PowerFactor"":0.89,""PowerConsumption"":28,""Frequency"":50.16}"
12eed38b-72d9-cf97-533d-7eac40fe3740,1f760f66-0ee2-5f4c-2f8f-7c6c3da709c3,HVAC Meter North,04124948-69e8-6454-6e26-34f9475d9666,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-05T22:00:00.000Z,"{""VoltageA"":232.54,""VoltageB"":231.23,""VoltageC"":233.11,""CurrentA"":27.94,""ActivePower"":6.02,""PowerFactor"":0.88,""PowerConsumption"":28.16,""Frequency"":50.09}"
23d7fa75-bf21-cab8-4dc3-9eac9d37c7a7,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T10:00:00.000Z,"{""VoltageA"":233.53,""VoltageB"":231.57,""VoltageC"":234.66,""CurrentA"":29.15,""ActivePower"":6.33,""PowerFactor"":0.89,""PowerConsumption"":30.9,""Frequency"":50.12}"
6a55f54f-99a8-bf1c-f2c6-3ba8db079bbb,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T09:00:00.000Z,"{""VoltageA"":232.22,""VoltageB"":230.68,""VoltageC"":233.2,""CurrentA"":27.2,""ActivePower"":5.88,""PowerFactor"":0.88,""PowerConsumption"":30.98,""Frequency"":50.07}"
4e167a41-7257-8527-f865-730afb5c84c6,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T08:00:00.000Z,"{""VoltageA"":230.97,""VoltageB"":229.93,""VoltageC"":232.32,""CurrentA"":25.45,""ActivePower"":5.23,""PowerFactor"":0.86,""PowerConsumption"":31.06,""Frequency"":50.03}"
dd32d1f3-ef98-894a-8990-c7d5aa621248,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T07:00:00.000Z,"{""VoltageA"":229.83,""VoltageB"":228.86,""VoltageC"":230.55,""CurrentA"":22.12,""ActivePower"":4.7,""PowerFactor"":0.85,""PowerConsumption"":31.14,""Frequency"":49.99}"
c792a5bb-4c4d-5952-4f6d-8a209d46d40e,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T06:00:00.000Z,"{""VoltageA"":228.4,""VoltageB"":227.37,""VoltageC"":228.88,""CurrentA"":19.36,""ActivePower"":4.37,""PowerFactor"":0.83,""PowerConsumption"":31.22,""Frequency"":49.91}"
b072933e-e593-1ebb-2c06-c7e65bbace3c,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T05:00:00.000Z,"{""VoltageA"":226.65,""VoltageB"":226.47,""VoltageC"":228.03,""CurrentA"":17.22,""ActivePower"":3.84,""PowerFactor"":0.82,""PowerConsumption"":31.3,""Frequency"":49.88}"
03205932-eb43-b371-4ac6-c223206c5846,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T04:00:00.000Z,"{""VoltageA"":227.03,""VoltageB"":225.31,""VoltageC"":227.49,""CurrentA"":16.09,""ActivePower"":3.73,""PowerFactor"":0.81,""PowerConsumption"":31.38,""Frequency"":49.85}"
4a0f42f6-ff55-393f-7a5d-c49d70615ec0,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T02:00:00.000Z,"{""VoltageA"":226.59,""VoltageB"":225.69,""VoltageC"":228.18,""CurrentA"":18.62,""ActivePower"":3.73,""PowerFactor"":0.82,""PowerConsumption"":31.54,""Frequency"":49.9}"
47b8b833-81c2-41c7-365f-60866ef4b2cd,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T00:00:00.000Z,"{""VoltageA"":229.51,""VoltageB"":228.26,""VoltageC"":230.5,""CurrentA"":21.63,""ActivePower"":4.88,""PowerFactor"":0.85,""PowerConsumption"":31.7,""Frequency"":49.96}"
ff02dc70-9c8f-3a64-1e61-8be335538b5d,5740cbe5-bac2-1d22-7f9c-e298a8ffc9b8,Press Line Meter A,34f8b660-eb91-a585-124f-772b134bc402,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-05T22:00:00.000Z,"{""VoltageA"":232.21,""VoltageB"":231.6,""VoltageC"":232.51,""CurrentA"":27.18,""ActivePower"":5.62,""PowerFactor"":0.88,""PowerConsumption"":31.86,""Frequency"":50.07}"
271a568f-f777-99f3-4a33-26327e03466a,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T10:00:00.000Z,"{""VoltageA"":231.66,""VoltageB"":230.94,""VoltageC"":232.12,""CurrentA"":26.38,""ActivePower"":5.42,""PowerFactor"":0.88,""PowerConsumption"":34.6,""Frequency"":50.05}"
2588107d-2646-51d1-18e9-1ac0e95c69bd,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T09:00:00.000Z,"{""VoltageA"":232.16,""VoltageB"":231.87,""VoltageC"":233.55,""CurrentA"":27.66,""ActivePower"":5.82,""PowerFactor"":0.89,""PowerConsumption"":34.68,""Frequency"":50.09}"
fe41fc39-55d5-d081-f286-084b6151bdaf,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T08:00:00.000Z,"{""VoltageA"":233.16,""VoltageB"":232.65,""VoltageC"":234.86,""CurrentA"":30.26,""ActivePower"":6.18,""PowerFactor"":0.9,""PowerConsumption"":34.76,""Frequency"":50.14}"
22783ef3-4d90-1fb6-528b-7e88d27c4065,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T07:00:00.000Z,"{""VoltageA"":233.74,""VoltageB"":233.06,""VoltageC"":235.16,""CurrentA"":29.42,""ActivePower"":6.37,""PowerFactor"":0.89,""PowerConsumption"":34.84,""Frequency"":50.15}"
edd77ad4-e01d-c312-e4a4-c414dcc2a10d,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T06:00:00.000Z,"{""VoltageA"":232.97,""VoltageB"":232.67,""VoltageC"":233.74,""CurrentA"":29.59,""ActivePower"":6.33,""PowerFactor"":0.89,""PowerConsumption"":34.92,""Frequency"":50.14}"
6c886219-d938-28ef-276b-4fbb4dab60ea,91311ab0-8211-0ab2-8073-871b4d42ee7e,Press Line Meter B,6fabf6fd-97f5-e95d-65b1-a07757b94bf5,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,2026-08-06T05:00:00.000Z,"{""VoltageA"":232.81,""VoltageB"":231.39,""VoltageC"":233.79,""CurrentA"":27.32,""ActivePower"":5.92,""PowerFactor"":0.88,""PowerConsumption"":35,""Frequency"":50.09}"
